郵遞區號,電腦局號,郵務局號,局名,電腦局名,縣市,鄉鎮市區,地址,完整地址,緯度,經度
42146,014117-9,420017,后里月眉郵局,臺中89支,臺中市,后里區,甲后路二段377號,臺中市后里區甲后路二段377號,24.313543,120.69378
42343,014118-2,420018,東勢郵局,臺中90支,臺中市,東勢區,中山路43號,臺中市東勢區中山路43號,24.257139,120.83004
42444,014119-6,420019,和平谷關郵局,臺中91支,臺中市,和平區,博愛里東關路一段106號,臺中市和平區博愛里東關路一段106號,24.203138,121.006226
42645,014120-8,420020,新社中興嶺郵局,臺中92支,臺中市,新社區,中興嶺170-2號,臺中市新社區中興嶺170-2號,24.205695,120.79436
42354,014121-1,420021,東勢中嵙口郵局,臺中93支,臺中市,東勢區,豐勢路188、190號,臺中市東勢區豐勢路188、190號,24.250418,120.83052
42447,014122-5,420022,和平梨山郵局,臺中94支,臺中市,和平區,梨山里中正路89號,臺中市和平區梨山里中正路89號,24.254175,121.25206
42641,014123-9,420023,新社郵局,臺中95支,臺中市,新社區,中和街五段1號,臺中市新社區中和街五段1號,24.247862,120.808768
42082,014124-2,420024,豐原鐮村郵局,臺中96支,臺中市,豐原區,鐮村路169號,臺中市豐原區鐮村路169號,24.231247,120.724462
42441,014125-6,420025,和平郵局,臺中97支,臺中市,和平區,南勢里東關路三段160-9號,臺中市和平區南勢里東關路三段160-9號,24.174806,120.88299
42751,014126-0,420026,潭子郵局,臺中98支,臺中市,潭子區,潭興路三段42號,臺中市潭子區潭興路三段42號,24.211706,120.703732
42760,014127-3,420027,潭子加工區郵局,臺中99支,臺中市,潭子區,南二路1-1號,臺中市潭子區南二路1-1號,24.216745,120.705258
42755,014128-7,420028,潭子頭家厝郵局,臺中100支,臺中市,潭子區,中山路一段25號,臺中市潭子區中山路一段25號,24.191015,120.70237
42758,014129-1,420029,潭子東寶郵局,臺中101支,臺中市,潭子區,昌平路三段116號,臺中市潭子區昌平路三段116號,24.203303,120.674594
42754,014130-2,420030,潭子栗林郵局,臺中102支,臺中市,潭子區,中山路三段334號,臺中市潭子區中山路三段334號,24.231515,120.709045
42751,014131-6,420031,潭子潭北郵局,臺中103支,臺中市,潭子區,潭子街三段55號,臺中市潭子區潭子街三段55號,24.214579,120.706452
43748,014132-0,420032,大甲郵局,臺中104支,臺中市,大甲區,新政路1號,臺中市大甲區新政路1號,24.347418,120.62748
43951,014133-3,420033,大安郵局,臺中105支,臺中市,大安區,中山南路343號,臺中市大安區中山南路343號,24.346358,120.586033
43741,014134-7,420034,大甲廟口郵局,臺中106支,臺中市,大甲區,順天路159號,臺中市大甲區順天路159號,24.345132,120.622263
43856,014135-1,420035,外埔郵局,臺中107支,臺中市,外埔區,甲后路三段923號,臺中市外埔區甲后路三段923號,24.330192,120.654862
43769,014136-4,420036,大甲日南郵局,臺中108支,臺中市,大甲區,中山路二段233號,臺中市大甲區中山路二段233號,24.381275,120.655142
43767,014137-8,420037,大甲幼獅郵局,臺中109支,臺中市,大甲區,幼獅路45號,臺中市大甲區幼獅路45號,24.405303,120.652036
43749,014138-1,420038,大甲庄美郵局,臺中110支,臺中市,大甲區,經國路768號,臺中市大甲區經國路768號,24.35478,120.619219
43542,014139-5,420039,臺中港郵局,臺中111支,臺中市,梧棲區,四維路129號,臺中市梧棲區四維路129號,24.262285,120.537144
43350,014140-7,420040,沙鹿郵局,臺中112支,臺中市,沙鹿區,中山路341號,臺中市沙鹿區中山路341號,24.239262,120.559878
43653,014141-1,420041,清水郵局,臺中113支,臺中市,清水區,中山路124號,臺中市清水區中山路124號,24.268078,120.575275
43541,014142-4,420042,梧棲郵局,臺中114支,臺中市,梧棲區,梧棲路173號,臺中市梧棲區梧棲路173號,24.257617,120.5297
43452,014143-8,420043,龍井郵局,臺中115支,臺中市,龍井區,龍新路163號,臺中市龍井區龍新路163號,24.196737,120.547048
43344,014144-1,420044,沙鹿鹿寮郵局,臺中116支,臺中市,沙鹿區,中山路584-1號,臺中市沙鹿區中山路584-1號,24.252905,120.5676
43448,014145-5,420045,龍井新庄郵局,臺中117支,臺中市,龍井區,遊園南路171號,臺中市龍井區遊園南路171號,24.182433,120.58438
43444,014146-9,420046,龍井茄投郵局,臺中118支,臺中市,龍井區,舊車路101之2號,臺中市龍井區舊車路101之2號,24.183519,120.530797
43301,014147-2,420047,靜宜大學郵局,臺中119支,臺中市,沙鹿區,台灣大道七段200號,臺中市沙鹿區台灣大道七段200號,24.228276,120.579894
43648,014148-6,420048,清水南社郵局,臺中120支,臺中市,清水區,忠貞路39號,臺中市清水區忠貞路39號,24.271932,120.558199
43646,014149-0,420049,清水田寮郵局,臺中121支,臺中市,清水區,高美路162-14號,臺中市清水區高美路162-14號,24.281499,120.575081
43545,014151-5,420051,梧棲大庄郵局,臺中123支,臺中市,梧棲區,中央路一段921-2號,臺中市梧棲區中央路一段921-2號,24.24831,120.538378
43242,014152-9,420052,大肚郵局,臺中124支,臺中市,大肚區,沙田路二段666號,臺中市大肚區沙田路二段666號,24.15152,120.54552
43246,014153-2,420053,大肚追分郵局,臺中125支,臺中市,大肚區,沙田路一段564-5號,臺中市大肚區沙田路一段564-5號,24.125321,120.561717
43250,014154-6,420054,大肚蔗?郵局,臺中126支,臺中市,大肚區,遊園路二段65、67號,臺中市大肚區遊園路二段65、67號,24.170391,120.579588
43451,014155-0,420055,龍井龍津郵局,臺中127支,臺中市,龍井區,中央路一段246、248號,臺中市龍井區中央路一段246、248號,24.202584,120.523537
70401,003100-5,704000,臺南成功路郵局,臺南901支,臺南市,北區,成功路6、8號,臺南市北區成功路6、8號,22.997692,120.210563
70242,003101-9,704001,臺南西門路郵局,臺南1支,臺南市,南區,西門路一段681號,臺南市南區西門路一段681號,22.986728,120.197363
70052,003102-2,704002,臺南水交社郵局,臺南2支,臺南市,中西區,健康路一段260號,臺南市中西區健康路一段260號,22.981478,120.204368
70044,003103-6,704003,臺南興華街郵局,臺南3支,臺南市,中西區,興華街37號,臺南市中西區興華街37號,22.992598,120.21128
70841,003104-0,704004,臺南安平郵局,臺南4支,臺南市,安平區,安北路125號,臺南市安平區安北路125號,23.00257,120.163294
70048,003105-3,704005,臺南中正路郵局,臺南5支,臺南市,中西區,中正路42號,臺南市中西區中正路42號,22.992156,120.202212
71754,003106-7,704006,仁德車路墘郵局,臺南6支,臺南市,仁德區,中正路一段32號,臺南市仁德區中正路一段32號,22.918956,120.227319
70101,003107-1,704007,成功大學郵局,臺南7支,臺南市,東區,大學路１號（光復校區內，近大學路西段校門口）,臺南市東區大學路１號（光復校區內，近大學路西段校門口）,22.997474,120.217129
71052,003108-4,704008,永康網寮郵局,臺南8支,臺南市,永康區,小東路481、483號,臺南市永康區小東路481、483號,22.998598,120.235435
71143,003109-8,704009,歸仁郵局,臺南9支,臺南市,歸仁區,中山路一段637號,臺南市歸仁區中山路一段637號,22.966441,120.294648
71089,003110-0,704010,永康郵局,臺南10支,臺南市,永康區,中山路78號,臺南市永康區中山路78號,23.02812,120.256792
71067,003111-3,704011,永康六甲頂郵局,臺南11支,臺南市,永康區,中正南路160號,臺南市永康區中正南路160號,23.022539,120.217094
70173,003112-7,704012,臺南德高厝郵局,臺南12支,臺南市,東區,崇德路678號,臺南市東區崇德路678號,22.967322,120.227413
70060,003113-1,704013,臺南永樂郵局,臺南13支,臺南市,中西區,民族路三段282號,臺南市中西區民族路三段282號,23.000201,120.192423
70055,003114-4,704014,臺南友愛街郵局,臺南14支,臺南市,中西區,友愛街318號,臺南市中西區友愛街318號,22.992712,120.193749
70049,003115-8,704015,臺南南門路郵局,臺南15支,臺南市,中西區,南門路93號,臺南市中西區南門路93號,22.988728,120.204662
71757,003116-1,704016,仁德太子郵局,臺南16支,臺南市,仁德區,土庫路2號,臺南市仁德區土庫路2號,22.991146,120.260394
70448,003117-5,704017,臺南西華郵局,臺南17支,臺南市,北區,公園路176-1號,臺南市北區公園路176-1號,22.99975,120.208032
70141,003118-9,704018,臺南東城郵局,臺南18支,臺南市,東區,府連路433、435號,臺南市東區府連路433、435號,22.986275,120.217035
70456,003119-2,704019,臺南開元路郵局,臺南19支,臺南市,北區,開元路162號,臺南市北區開元路162號,23.007085,120.219758
70263,003120-4,704020,臺南大同路郵局,臺南20支,臺南市,南區,大同路二段410號,臺南市南區大同路二段410號,22.974457,120.214181
71078,003121-8,704021,永康二王郵局,臺南21支,臺南市,永康區,中山南路363號,臺南市永康區中山南路363號,23.020788,120.245768
70042,003122-1,704022,臺南普濟郵局,臺南22支,臺南市,中西區,西門路二段366號,臺南市中西區西門路二段366號,22.9983,120.20061
70258,003123-5,704023,臺南灣裡郵局,臺南23支,臺南市,南區,灣裡路67號,臺南市南區灣裡路67號,22.932275,120.180991
71746,003124-9,704024,仁德二空郵局,臺南24支,臺南市,仁德區,二空路65號,臺南市仁德區二空路65號,22.9586,120.223192
70447,003125-2,704025,臺南大光郵局,臺南25支,臺南市,北區,長榮路五段266號,臺南市北區長榮路五段266號,23.012843,120.218096
70157,003126-6,704026,臺南東門郵局,臺南26支,臺南市,東區,東門路二段216號,臺南市東區東門路二段216號,22.98488,120.223883
71749,003127-0,704027,仁德郵局,臺南27支,臺南市,仁德區,中正路二段1118號,臺南市仁德區中正路二段1118號,22.969735,120.252186
70160,003128-3,704028,臺南東寧路郵局,臺南28支,臺南市,東區,東寧路323號,臺南市東區東寧路323號,22.990309,120.227612
70445,003129-7,704029,臺南北小北郵局,臺南29支,臺南市,北區,西門路四段482號,臺南市北區西門路四段482號,23.016531,120.211184
71077,003130-9,704030,永康大灣郵局,臺南30支,臺南市,永康區,民族路244號,臺南市永康區民族路244號,23.00627,120.2689
70959,003131-2,704031,臺南和順郵局,臺南31支,臺南市,安南區,安和路5段119號,臺南市安南區安和路5段119號,23.065486,120.21822
71072,003132-6,704032,永康鹽行郵局,臺南32支,臺南市,永康區,中正北路79號,臺南市永康區中正北路79號,23.041732,120.239937
70251,003133-0,704033,臺南鹽埕郵局,臺南33支,臺南市,南區,金華路一段292號,臺南市南區金華路一段292號,22.968416,120.190456
70941,003134-3,704034,臺南安順郵局,臺南34支,臺南市,安南區,安和路一段430號,臺南市安南區安和路一段430號,23.034823,120.213189
70268,003135-7,704035,臺南新義郵局,臺南35支,臺南市,南區,安平工業區新義路1號,臺南市南區安平工業區新義路1號,22.969979,120.183143
70960,003136-1,704036,臺南安南郵局,臺南36支,臺南市,安南區,安中路三段106號,臺南市安南區安中路三段106號,23.047828,120.181204
70262,003137-4,704037,臺南金華郵局,臺南37支,臺南市,南區,健康路二段182號,臺南市南區健康路二段182號,22.981644,120.192763
70950,003138-8,704038,臺南海佃郵局,臺南38支,臺南市,安南區,國安街8號,臺南市安南區國安街8號,23.022882,120.191449
70948,003139-1,704039,臺南土城郵局,臺南39支,臺南市,安南區,安中路六段712號,臺南市安南區安中路六段712號,23.065031,120.128419
70154,003140-3,704040,臺南小東郵局,臺南40支,臺南市,東區,東和路45、47、49號,臺南市東區東和路45、47、49號,22.998582,120.22945
71079,003142-1,704042,永康大橋郵局,臺南42支,臺南市,永康區,中華路473號1F,臺南市永康區中華路473號1F,23.011241,120.231838
71087,003143-4,704043,永康崑山郵局,臺南43支,臺南市,永康區,永大路二段3號,臺南市永康區永大路二段3號,23.000759,120.259367
71743,003145-1,704045,仁德後壁厝郵局,臺南45支,臺南市,仁德區,中正路二段417、419號,臺南市仁德區中正路二段417、419號,22.954028,120.252016
71041,003146-5,704046,永康王行郵局,臺南46支,臺南市,永康區,永康工業區環工路6號,臺南市永康區永康工業區環工路6號,23.04912,120.274457
70943,003147-9,704047,臺南原佃郵局,臺南47支,臺南市,安南區,怡安路二段462號,臺南市安南區怡安路二段462號,23.044386,120.197446
70451,003148-2,704048,臺南文元郵局,臺南48支,臺南市,北區,文成路765號,臺南市北區文成路765號,23.012168,120.195173
70162,003149-6,704049,臺南虎尾寮郵局,臺南49支,臺南市,東區,自由路三段386號,臺南市東區自由路三段386號,22.982543,120.237291
71143,003150-8,704050,歸仁南保郵局,臺南50支,臺南市,歸仁區,中山路一段637號,臺南市歸仁區中山路一段637號,22.966441,120.294648
71845,003159-1,704059,關廟郵局,臺南59支,臺南市,關廟區,中央路222號,臺南市關廟區中央路222號,22.960795,120.329195
71942,003160-2,704060,龍崎郵局,臺南60支,臺南市,龍崎區,崎頂里新市仔186號,臺南市龍崎區崎頂里新市仔186號,22.965292,120.360434
71846,003161-6,704061,關廟文衡路郵局,臺南61支,臺南市,關廟區,文衡路20號,臺南市關廟區文衡路20號,22.960814,120.326175
70848,003162-0,704062,臺南新南郵局,臺南62支,臺南市,安平區,永華三街6號,臺南市安平區永華三街6號,22.99066,120.181603
70802,003163-3,704063,臺南地方法院郵局,臺南63支,臺南市,安平區,健康路三段308號,臺南市安平區健康路三段308號,22.985147,120.171462
70843,003164-7,704064,臺南育平郵局,臺南64支,臺南市,安平區,育平路333號,臺南市安平區育平路333號,22.992991,120.167358
80027,004100-1,800000,新興郵局,高雄901支,高雄市,新興區,中正三路177、179號,高雄市新興區中正三路177、179號,22.631026,120.303875
81356,004101-5,800001,左營華夏路郵局,高雄1支,高雄市,左營區,華夏路390號,高雄市左營區華夏路390號,22.673093,120.29867
80249,004102-9,800002,苓雅郵局,高雄2支,高雄市,苓雅區,成功一路134號,高雄市苓雅區成功一路134號,22.614658,120.297704
80542,004103-2,800003,旗津郵局,高雄3支,高雄市,旗津區,中洲三路817號,高雄市旗津區中洲三路817號,22.612494,120.26939
80344,004105-0,800005,鹽埕郵局,高雄5支,高雄市,鹽埕區,五福四路133號,高雄市鹽埕區五福四路133號,22.623054,120.284289
81166,004106-3,800006,楠梓郵局,高雄6支,高雄市,楠梓區,楠梓新路247號,高雄市楠梓區楠梓新路247號,22.728343,120.325811
81346,004107-7,800007,左營郵局,高雄7支,高雄市,左營區,實踐路43號,高雄市左營區實踐路43號,22.69017,120.293529
80748,004108-1,800008,高雄站前郵局,高雄8支,高雄市,三民區,建國三路2-2號,高雄市三民區建國三路2-2號,22.638405,120.301065
80443,004109-4,800009,鼓山郵局,高雄9支,高雄市,鼓山區,臨海二路17號,高雄市鼓山區臨海二路17號,22.621805,120.273815
80141,004110-6,800010,前金郵局,高雄10支,高雄市,前金區,六合二路147號,高雄市前金區六合二路147號,22.631011,120.296076
80448,004111-0,800011,高雄內惟郵局,高雄11支,高雄市,鼓山區,九如四路1020、1022號,高雄市鼓山區九如四路1020、1022號,22.655576,120.279272
81465,004112-3,800012,仁武臺塑郵局,高雄12支,高雄市,仁武區,水管路100-1號,高雄市仁武區水管路100-1號,22.70588,120.336195
81347,004113-7,800013,左營南站郵局,高雄13支,高雄市,左營區,左營大路75號,高雄市左營區左營大路75號,22.682146,120.288149
81355,004114-1,800014,左營果貿郵局,高雄14支,高雄市,左營區,翠峰路2號,高雄市左營區翠峰路2號,22.671351,120.289979
80144,004116-8,800016,高雄社東郵局,高雄16支,高雄市,前金區,自強二路104之1號,高雄市前金區自強二路104之1號,22.626285,120.295049
80758,004117-1,800017,高雄德智郵局,高雄17支,高雄市,三民區,熱河一街84、86號,高雄市三民區熱河一街84、86號,22.643484,120.311184
80662,004118-5,800018,前鎮郵局,高雄18支,高雄市,前鎮區,前鎮街92號,高雄市前鎮區前鎮街92號,22.588881,120.306298
80203,004119-9,800019,高雄市府郵局,高雄19支,高雄市,苓雅區,四維三路2號(市政大樓1樓),高雄市苓雅區四維三路2號(市政大樓1樓),22.621206,120.311829
80445,004120-1,800020,高雄鼓岩郵局,高雄20支,高雄市,鼓山區,鼓山二路166-12、13號,高雄市鼓山區鼓山二路166-12、13號,22.637285,120.280834
80655,004121-4,800021,高雄廣澤郵局,高雄21支,高雄市,前鎮區,三多三路139號,高雄市前鎮區三多三路139號,22.615817,120.310576
80341,004123-1,800023,高雄府北郵局,高雄23支,高雄市,鹽埕區,七賢二路470號,高雄市鹽埕區七賢二路470號,22.629574,120.284484
80749,004124-5,800024,高雄三塊厝郵局,高雄24支,高雄市,三民區,中華三路270號,高雄市三民區中華三路270號,22.635601,120.293602
81142,004125-9,800025,楠梓莒光郵局,高雄25支,高雄市,楠梓區,新昌街53、55號,高雄市楠梓區新昌街53、55號,22.709847,120.298785
80681,004126-2,800026,前鎮加工區郵局,高雄26支,高雄市,前鎮區,中四路1號(前鎮加工區內),高雄市前鎮區中四路1號(前鎮加工區內),22.601249,120.291257
80053,004127-6,800027,高雄青年郵局,高雄27支,高雄市,新興區,復興二路171號,高雄市新興區復興二路171號,22.625092,120.3083
80778,004128-0,800028,高雄灣仔內郵局,高雄28支,高雄市,三民區,建工路679、681號,高雄市三民區建工路679、681號,22.647881,120.317441
81242,004129-3,800029,小港郵局,高雄29支,高雄市,小港區,小港一街1號,高雄市小港區小港一街1號,22.564161,120.336886
80201,004130-5,800030,高雄師大郵局,高雄30支,高雄市,苓雅區,和平一路116號(高雄師範大學內),高雄市苓雅區和平一路116號(高雄師範大學內),22.622847,120.316223
80745,004132-2,800032,高雄九如二路郵局,高雄32支,高雄市,三民區,九如二路661、663號,高雄市三民區九如二路661、663號,22.641725,120.293808
80282,004133-6,800033,高雄五塊厝郵局,高雄33支,高雄市,苓雅區,三多一路237號,高雄市苓雅區三多一路237號,22.622269,120.330419
81547,004134-0,800034,大社郵局,高雄34支,高雄市,大社區,自強街9號,高雄市大社區自強街9號,22.731271,120.346966
81148,004135-3,800035,楠梓藍田郵局,高雄35支,高雄市,楠梓區,藍田里藍昌路430號,高雄市楠梓區藍田里藍昌路430號,22.730362,120.292216
80654,004136-7,800036,高雄西甲郵局,高雄36支,高雄市,前鎮區,復興三路94號,高雄市前鎮區復興三路94號,22.609671,120.309957
81252,004137-1,800037,小港機場郵局,高雄37支,高雄市,小港區,中山四路2號(小港國際機場內),高雄市小港區中山四路2號(小港國際機場內),22.570539,120.344373
80673,004138-4,800038,高雄草衙郵局,高雄38支,高雄市,前鎮區,草衙一路78、80號,高雄市前鎮區草衙一路78、80號,22.583594,120.322524
80645,004139-8,800039,高雄籬仔內郵局,高雄39支,高雄市,前鎮區,瑞隆路482號,高雄市前鎮區瑞隆路482號,22.605429,120.328816
80284,004140-0,800040,高雄正言郵局,高雄40支,高雄市,苓雅區,中正一路322、324號,高雄市苓雅區中正一路322、324號,22.62982,120.326759
80053,004141-3,800041,高雄順昌郵局,高雄41支,高雄市,新興區,七賢一路104、106號,高雄市新興區七賢一路104、106號,22.622847,120.316223
80266,004142-7,800042,高雄林華郵局,高雄42支,高雄市,苓雅區,三多二路249號,高雄市苓雅區三多二路249號,22.613927,120.321469
81149,004143-1,800043,楠梓右昌郵局,高雄43支,高雄市,楠梓區,右昌街347號,高雄市楠梓區右昌街347號,22.714648,120.288851
80666,004144-4,800044,高雄佛公郵局,高雄44支,高雄市,前鎮區,后安路147號,高雄市前鎮區后安路147號,22.573539,120.322705
81261,004145-8,800045,高雄大林蒲郵局,高雄45支,高雄市,小港區,鳳林路82號,高雄市小港區鳳林路82號,22.526486,120.346567
80448,004146-1,800046,高雄前峰郵局,高雄46支,高雄市,鼓山區,九如四路2008、2010號,高雄市鼓山區九如四路2008、2010號,22.668007,120.286245
81233,004147-5,800047,高雄中鋼郵局,高雄47支,高雄市,小港區,中鋼路1號〈中鋼公司福利社內〉,高雄市小港區中鋼路1號〈中鋼公司福利社內〉,22.553055,120.348606
80763,004148-9,800048,高雄民族社區郵局,高雄48支,高雄市,三民區,九如一路952號,高雄市三民區九如一路952號,22.640334,120.316519
80757,004149-2,800049,高雄站後郵局,高雄49支,高雄市,三民區,博愛一路28號,高雄市三民區博愛一路28號,22.641994,120.303193
80787,004150-4,800050,高雄大順郵局,高雄50支,高雄市,三民區,大順二路207號,高雄市三民區大順二路207號,22.643554,120.326315
81234,004151-8,800051,高雄台船郵局,高雄51支,高雄市,小港區,中鋼路3號(台船公司內),高雄市小港區中鋼路3號(台船公司內),22.553813,120.347328
81451,004152-1,800052,仁武郵局,高雄52支,高雄市,仁武區,仁武里中正路115號,高雄市仁武區仁武里中正路115號,22.701714,120.348562
80776,004153-5,800053,高雄建工郵局,高雄53支,高雄市,三民區,大昌二路517號,高雄市三民區大昌二路517號,22.651252,120.330422
80757,004154-9,800054,高雄博愛路郵局,高雄54支,高雄市,三民區,博愛一路372號1樓,高雄市三民區博愛一路372號1樓,22.650961,120.303788
81358,004155-2,800055,左營新莊仔郵局,高雄55支,高雄市,左營區,富民路356號,高雄市左營區富民路356號,22.664951,120.305293
80792,004156-6,800056,高雄鼎泰郵局,高雄56支,高雄市,三民區,民族一路519號,高雄市三民區民族一路519號,22.66516,120.316197
81345,004157-0,800057,海軍官校郵局,高雄57支,高雄市,楠梓區,軍校路669號,高雄市楠梓區軍校路669號,22.704633,120.292333
80656,004158-3,800058,高雄英德街郵局,高雄58支,高雄市,前鎮區,英德街149號,高雄市前鎮區英德街149號,22.613927,120.321469
80424,004159-7,800059,中山大學郵局,高雄59支,高雄市,鼓山區,蓮海路70號(西子灣國立中山大學內),高雄市鼓山區蓮海路70號(西子灣國立中山大學內),22.628043,120.265359
80289,004160-9,800060,高雄武廟郵局,高雄60支,高雄市,苓雅區,武廟路83號,高雄市苓雅區武廟路83號,22.630508,120.329787
80768,004161-2,800061,高雄民壯郵局,高雄61支,高雄市,三民區,民壯路16、18、20、22號,高雄市三民區民壯路16、18、20、22號,22.638914,120.340743
81257,004162-6,800062,高雄二苓郵局,高雄62支,高雄市,小港區,中山四路7、9、11號,高雄市小港區中山四路7、9、11號,22.569241,120.347673
80785,004163-0,800063,高雄大昌郵局,高雄63支,高雄市,三民區,大昌一路258號,高雄市三民區大昌一路258號,22.657046,120.321993
80253,004164-3,800064,高雄文化中心郵局,高雄64支,高雄市,苓雅區,光華一路148-30號,高雄市苓雅區光華一路148-30號,22.622847,120.316223
80448,004165-7,800065,高雄民強郵局,高雄65支,高雄市,鼓山區,九如四路636、638號,高雄市鼓山區九如四路636、638號,22.648974,120.279255
81156,004166-1,800066,楠梓後勁郵局,高雄66支,高雄市,楠梓區,後昌路128號,高雄市楠梓區後昌路128號,22.718147,120.310237
80774,004167-4,800067,高雄義民郵局,高雄67支,高雄市,三民區,大豐二路203號,高雄市三民區大豐二路203號,22.645948,120.330065
80457,004168-8,800068,高雄瑞豐郵局,高雄68支,高雄市,鼓山區,中華一路316之3號,高雄市鼓山區中華一路316之3號,22.664833,120.291959
80044,004169-1,800069,高雄新田郵局,高雄69支,高雄市,新興區,新田路133號,高雄市新興區新田路133號,22.622213,120.303871
81152,004170-3,800070,楠梓亞洲城郵局,高雄70支,高雄市,楠梓區,壽民路222號,高雄市楠梓區壽民路222號,22.71634,120.296554
80708,004172-1,800072,高雄醫學大學郵局,高雄72支,高雄市,三民區,十全一路100號(高雄醫學大學內),高雄市三民區十全一路100號(高雄醫學大學內),22.646742,120.31095
80402,004173-4,800073,高雄高分院郵局,高雄73支,高雄市,鼓山區,明誠三路586號(高等法院高雄分院內),高雄市鼓山區明誠三路586號(高等法院高雄分院內),22.661761,120.298847
81362,004174-8,800074,左營榮總郵局,高雄74支,高雄市,左營區,大中一路386號(榮總高雄分院內),高雄市左營區大中一路386號(榮總高雄分院內),22.678414,120.322726
81271,004175-1,800075,高雄高松郵局,高雄75支,高雄市,小港區,高鳳路33-3、4號,高雄市小港區高鳳路33-3、4號,22.574459,120.371459
80122,004176-5,800076,高雄地方法院郵局,高雄76支,高雄市,前金區,市中一路171號(高雄地院內),高雄市前金區市中一路171號(高雄地院內),22.626309,120.290359
80546,004177-9,800077,高雄中洲郵局,高雄77支,高雄市,旗津區,旗津二路243號,高雄市旗津區旗津二路243號,22.576297,120.295721
81268,004178-2,800078,高雄宏平郵局,高雄78支,高雄市,小港區,宏平路322號,高雄市小港區宏平路322號,22.569885,120.36046
80790,004179-6,800079,高雄鼎金郵局,高雄79支,高雄市,三民區,鼎強街264、266號,高雄市三民區鼎強街264、266號,22.668196,120.321882
80747,004181-1,800081,高雄中都郵局,高雄81支,高雄市,三民區,力行路89、91號,高雄市三民區力行路89、91號,22.638508,120.288445
80465,004182-5,800082,高雄凹仔底郵局,高雄82支,高雄市,鼓山區,文信路327號,高雄市鼓山區文信路327號,22.664403,120.298622
81162,004183-9,800083,楠梓建楠郵局,高雄83支,高雄市,楠梓區,建楠路3號,高雄市楠梓區建楠路3號,22.727282,120.329876
80646,004184-2,800084,高雄崗山仔郵局,高雄84支,高雄市,前鎮區,瑞北路39號,高雄市前鎮區瑞北路39號,22.609117,120.334949
81262,004185-6,800085,高雄中林子郵局,高雄85支,高雄市,小港區,中智街1號,高雄市小港區中智街1號,22.529016,120.365942
84001,004186-0,800086,義守大學郵局,高雄86支,高雄市,大樹區,學城路1段1號,高雄市大樹區學城路1段1號,22.72713,120.40629
81274,004187-3,800087,高雄桂林郵局,高雄87支,高雄市,小港區,桂華街130號,高雄市小港區桂華街130號,22.583369,120.357957
81365,004188-7,800088,左營菜公郵局,高雄88支,高雄市,左營區,博愛三路520、522、524、526號,高雄市左營區博愛三路520、522、524、526號,22.679508,120.308937
81368,004189-1,800089,左營福山郵局,高雄89支,高雄市,左營區,自由四路332號,高雄市左營區自由四路332號,22.685092,120.316799
81463,004190-2,800090,仁武仁雄郵局,高雄90支,高雄市,仁武區,仁和里仁忠路79、81號,高雄市仁武區仁和里仁忠路79、81號,22.677332,120.355913
81167,004191-6,800091,高雄高等行政法院郵局,高雄91支,高雄市,楠梓區,興楠路180號,高雄市楠梓區興楠路180號,22.731414,120.335791
81362,004192-0,800092,高雄郵件中心郵局,高雄92支,高雄市,左營區,民族一路853號,高雄市左營區民族一路853號,22.677154,120.318084
81154,004193-3,800093,楠梓翠屏郵局,高雄93支,高雄市,楠梓區,德祥路129、131號,高雄市楠梓區德祥路129、131號,22.726945,120.31009
80674,004194-7,800094,高雄君毅郵局,高雄94支,高雄市,前鎮區,中華五路963號,高雄市前鎮區中華五路963號,22.601498,120.306329
81455,004195-1,800095,仁武八德郵局,高雄95支,高雄市,仁武區,八德南路396號,高雄市仁武區八德南路396號,22.681016,120.339922
83054,010100-3,830000,鳳山郵局,高雄96支,高雄市,鳳山區,中山東路86-2號,高雄市鳳山區中山東路86-2號,22.624332,120.371928
83059,010101-7,830001,陸軍官校郵局,高雄97支,高雄市,鳳山區,維武路1號(陸軍官校內),高雄市鳳山區維武路1號(陸軍官校內),22.619172,120.365552
83341,010102-1,830002,鳥松郵局,高雄98支,高雄市,鳥松區,中正路311號,高雄市鳥松區中正路311號,22.66174,120.363574
83053,010103-4,830003,澄清湖郵局,高雄99支,高雄市,鳳山區,青年路2段634、636號,高雄市鳳山區青年路2段634、636號,22.647144,120.347825
82445,010104-8,830004,燕巢義大醫院郵局,高雄100支,高雄市,燕巢區,義大路1號,高雄市燕巢區義大路1號,22.765969,120.364366
83001,010105-1,830005,鳳山行政中心郵局,高雄101支,高雄市,鳳山區,光復路2段132號(高雄市政府鳳山行政中心內),高雄市鳳山區光復路2段132號(高雄市政府鳳山行政中心內),22.629832,120.343674
83052,010106-5,830006,鳳山文山郵局,高雄102支,高雄市,鳳山區,文衡路236號,高雄市鳳山區文衡路236號,22.638328,120.35629
83167,010107-9,830007,大寮郵局,高雄103支,高雄市,大寮區,永芳里鳳林三路530號,高雄市大寮區永芳里鳳林三路530號,22.606639,120.395499
83065,010108-2,830008,鳳山大東郵局,高雄104支,高雄市,鳳山區,大東一路122、124號,高雄市鳳山區大東一路122、124號,22.621967,120.360987
83088,010109-6,830009,鳳山五甲郵局,高雄105支,高雄市,鳳山區,五甲三路45號,高雄市鳳山區五甲三路45號,22.5925,120.327234
83143,010111-1,830011,大寮中庄郵局,高雄107支,高雄市,大寮區,鳳屏一路370、372號,高雄市大寮區鳳屏一路370、372號,22.63491,120.390839
